id,industry_name,unit_code,unit_name,level,job_type,group_name,unit_summary,category,criterion_type,criterion_text
1,型枠工事業,06C022L11,段取り,L1,施工技能,06_00_共通能力ユニット,"職長から指示された仕事を作業手順に基づいて
（他の作業者と一緒に）実施する能力",①入場前準備,●,●職長の指示により現場乗込に必要な道具・材料等の準備を行い結果を報告している
2,型枠工事業,06C022L11,段取り,L1,施工技能,06_00_共通能力ユニット,"職長から指示された仕事を作業手順に基づいて
（他の作業者と一緒に）実施する能力",①入場前準備,●,●送り出し教育にて安全活動の目的、方法を学んでいる
3,型枠工事業,06C022L11,段取り,L1,施工技能,06_00_共通能力ユニット,"職長から指示された仕事を作業手順に基づいて
（他の作業者と一緒に）実施する能力",①入場前準備,○,"○現場で新しい施工方法等に取り組む場合には、上司から指示されたとおりメモなどを
   取り覚えるようにしている"
4,型枠工事業,06C022L11,段取り,L1,施工技能,06_00_共通能力ユニット,"職長から指示された仕事を作業手順に基づいて
（他の作業者と一緒に）実施する能力","②作業手順等
   の確認",●,●作業に必要な基本的な用語や名称（材料や道具の名前）用途を理解している
5,型枠工事業,06C022L11,段取り,L1,施工技能,06_00_共通能力ユニット,"職長から指示された仕事を作業手順に基づいて
（他の作業者と一緒に）実施する能力","②作業手順等
   の確認",●,●職長から指示された仕事に関する注意事項や作業手順の習得に努めている
6,型枠工事業,06C022L11,段取り,L1,施工技能,06_00_共通能力ユニット,"職長から指示された仕事を作業手順に基づいて
（他の作業者と一緒に）実施する能力","②作業手順等
   の確認",●,●作業全体の流れを理解しながら与えられた自分の作業の役割を確認している
7,型枠工事業,06C022L11,段取り,L1,施工技能,06_00_共通能力ユニット,"職長から指示された仕事を作業手順に基づいて
（他の作業者と一緒に）実施する能力","②作業手順等
   の確認",○,○グループ内の週間･毎日の工程打合せに出席し、作業進捗目標を理解している
8,型枠工事業,06C022L11,段取り,L1,施工技能,06_00_共通能力ユニット,"職長から指示された仕事を作業手順に基づいて
（他の作業者と一緒に）実施する能力","②作業手順等
   の確認",○,○作業の流れを理解して、受け持ち作業を実行するため、作業段取りを順次考えている
9,型枠工事業,06C022L11,段取り,L1,施工技能,06_00_共通能力ユニット,"職長から指示された仕事を作業手順に基づいて
（他の作業者と一緒に）実施する能力","②作業手順等
   の確認",○,"○作業について指示されたことや計画上のわからない点を職長に質問し、疑問点を残さ
   ないようにしている"
10,型枠工事業,06C022L11,段取り,L1,施工技能,06_00_共通能力ユニット,"職長から指示された仕事を作業手順に基づいて
（他の作業者と一緒に）実施する能力","③現場状況の
   確認",○,"○資材置き場や揚重機の場所等を確認し、職長の指示があれば、すぐに作業着手でき
   るようにしている"
11,型枠工事業,06C022L11,段取り,L1,施工技能,06_00_共通能力ユニット,"職長から指示された仕事を作業手順に基づいて
（他の作業者と一緒に）実施する能力","③現場状況の
   確認",●,●使用可能な足場等の仮設の点検を行い、使用上の作業所ルールを確認している
12,型枠工事業,06C022L11,段取り,L1,施工技能,06_00_共通能力ユニット,"職長から指示された仕事を作業手順に基づいて
（他の作業者と一緒に）実施する能力","③現場状況の
   確認",●,●職長から指示されたとおり、近隣状況等の周辺環境を確認している
13,型枠工事業,06C022L11,段取り,L1,施工技能,06_00_共通能力ユニット,"職長から指示された仕事を作業手順に基づいて
（他の作業者と一緒に）実施する能力","③現場状況の
   確認",○,"○作業場の片付け状況や水溜りなどの作業環境上の障害を確認し、不具合があれば
   職長に報告し、指示に基づいて改善している"
14,型枠工事業,06C022L11,段取り,L1,施工技能,06_00_共通能力ユニット,"職長から指示された仕事を作業手順に基づいて
（他の作業者と一緒に）実施する能力","③現場状況の
   確認",●,"●作業にあたり開口部などの危険箇所の確認をして、不安全行動などを取らないように
   心掛けている"
15,型枠工事業,06C022L11,段取り,L1,施工技能,06_00_共通能力ユニット,"職長から指示された仕事を作業手順に基づいて
（他の作業者と一緒に）実施する能力","④器具・工具等
   の確認",●,"●毎日の作業前に不具合のある器具・工具類を使用しないように個人使用の自分の
   工具の点検を行っている"
16,型枠工事業,06C022L11,段取り,L1,施工技能,06_00_共通能力ユニット,"職長から指示された仕事を作業手順に基づいて
（他の作業者と一緒に）実施する能力","④器具・工具等
   の確認",○,"○職長の指示に従って、点検リストに基づいた器具・工具類の保管状況を確認し報告
   している"
17,型枠工事業,06C022L11,段取り,L1,施工技能,06_00_共通能力ユニット,"職長から指示された仕事を作業手順に基づいて
（他の作業者と一緒に）実施する能力","④器具・工具等
   の確認",○,"○職長の指示に従って、作業に必要となる器具・工具類の数量を確認し、作業場に
   小運搬している"
18,型枠工事業,06C022L11,段取り,L1,施工技能,06_00_共通能力ユニット,"職長から指示された仕事を作業手順に基づいて
（他の作業者と一緒に）実施する能力","⑤作業前の
   準備",○,"○基本墨(通り･レベル）に基づき、敷桟に必要な子墨出し・逃げ墨出しを先輩とともに
   行っている"
19,型枠工事業,06C022L11,段取り,L1,施工技能,06_00_共通能力ユニット,"職長から指示された仕事を作業手順に基づいて
（他の作業者と一緒に）実施する能力","⑤作業前の
   準備",●,"●狂いのない作業を行うため、敷桟作業に必要な精度確保のための糸を、先輩の指導
   に従い張っている"
20,型枠工事業,06C023L22,段取り,L2,施工技能,06_00_共通能力ユニット,打合せで分担した仕事を作業手順に基づいて正確に実施する能力。「サブ」は職長の補佐として率先して現場の段取りを行い作業を推進していく能力,"①入場前
   準備",○,○現場乗込み時に必要な道具・材料等の準備を行い、結果を確認している
21,型枠工事業,06C023L22,段取り,L2,施工技能,06_00_共通能力ユニット,打合せで分担した仕事を作業手順に基づいて正確に実施する能力。「サブ」は職長の補佐として率先して現場の段取りを行い作業を推進していく能力,"①入場前
   準備",■,■置き場でのパネル作成のための加工場の段取り、材料の手配を確認している
22,型枠工事業,06C023L22,段取り,L2,施工技能,06_00_共通能力ユニット,打合せで分担した仕事を作業手順に基づいて正確に実施する能力。「サブ」は職長の補佐として率先して現場の段取りを行い作業を推進していく能力,"①入場前
   準備",■,"■工程に支障のないように現在の現場作業を調整した上で、職長から指示された新現場への乗込み日を確認
   し、乗込み時に必要な道具の準備・点検等を他の作業者と一緒に行い結果を報告している"
23,型枠工事業,06C023L22,段取り,L2,施工技能,06_00_共通能力ユニット,打合せで分担した仕事を作業手順に基づいて正確に実施する能力。「サブ」は職長の補佐として率先して現場の段取りを行い作業を推進していく能力,"①入場前
   準備",○,○新しい施工方法等に取組む場合には、職長の指示で勉強会・講習会等に参加している
24,型枠工事業,06C023L22,段取り,L2,施工技能,06_00_共通能力ユニット,打合せで分担した仕事を作業手順に基づいて正確に実施する能力。「サブ」は職長の補佐として率先して現場の段取りを行い作業を推進していく能力,"②作業手順
   等の確認",○,"○施工計画の注意事項や作業手順等について十分に理解しながら、手戻り・手直し等が発生しないよう確認し
   ている"
25,型枠工事業,06C023L22,段取り,L2,施工技能,06_00_共通能力ユニット,打合せで分担した仕事を作業手順に基づいて正確に実施する能力。「サブ」は職長の補佐として率先して現場の段取りを行い作業を推進していく能力,"②作業手順
   等の確認",○,○全体の工程計画から、与えられた自分の作業における役割を確認している
26,型枠工事業,06C023L22,段取り,L2,施工技能,06_00_共通能力ユニット,打合せで分担した仕事を作業手順に基づいて正確に実施する能力。「サブ」は職長の補佐として率先して現場の段取りを行い作業を推進していく能力,"②作業手順
   等の確認",○,○作業班の週間･毎日の工程打合せに出席し、工程に基づく作業目標を確認している
27,型枠工事業,06C023L22,段取り,L2,施工技能,06_00_共通能力ユニット,打合せで分担した仕事を作業手順に基づいて正確に実施する能力。「サブ」は職長の補佐として率先して現場の段取りを行い作業を推進していく能力,"②作業手順
   等の確認",○,○作業の流れを理解し、役割分担した作業を実施するよう次の作業段取りを考えている
28,型枠工事業,06C023L22,段取り,L2,施工技能,06_00_共通能力ユニット,打合せで分担した仕事を作業手順に基づいて正確に実施する能力。「サブ」は職長の補佐として率先して現場の段取りを行い作業を推進していく能力,"②作業手順
   等の確認",○,○作業の指示内容や計画上の不明点は職長に確認して手直し・手戻りの防止をしている
29,型枠工事業,06C023L22,段取り,L2,施工技能,06_00_共通能力ユニット,打合せで分担した仕事を作業手順に基づいて正確に実施する能力。「サブ」は職長の補佐として率先して現場の段取りを行い作業を推進していく能力,"②作業手順
   等の確認",○,○作業に必要な基本的な用語や名称（材料や道具の名前）、用途を十分理解している
30,型枠工事業,06C023L22,段取り,L2,施工技能,06_00_共通能力ユニット,打合せで分担した仕事を作業手順に基づいて正確に実施する能力。「サブ」は職長の補佐として率先して現場の段取りを行い作業を推進していく能力,"②作業手順
   等の確認",■,"■作業中にコンクリートが充填しにくい部分に気が付いた場合は､対策を検討し良い施工をするために職長に提
   案している"
31,型枠工事業,06C023L22,段取り,L2,施工技能,06_00_共通能力ユニット,打合せで分担した仕事を作業手順に基づいて正確に実施する能力。「サブ」は職長の補佐として率先して現場の段取りを行い作業を推進していく能力,"②作業手順
   等の確認",■,■コンクリート打設による吹き出し等を考慮した良い施工をするために職長に提案している
32,型枠工事業,06C023L22,段取り,L2,施工技能,06_00_共通能力ユニット,打合せで分担した仕事を作業手順に基づいて正確に実施する能力。「サブ」は職長の補佐として率先して現場の段取りを行い作業を推進していく能力,"②作業手順
   等の確認",■,"■出来形確保や品質の向上のために、通りなど精度を確保する作業方法を考慮て、施工打合せにて提案して
   いる"
33,型枠工事業,06C023L22,段取り,L2,施工技能,06_00_共通能力ユニット,打合せで分担した仕事を作業手順に基づいて正確に実施する能力。「サブ」は職長の補佐として率先して現場の段取りを行い作業を推進していく能力,"②作業手順
   等の確認",■,■打ち継ぎ部の目地棒入れ等の処理方法を考慮し、施工打合せにて提案している
34,型枠工事業,06C023L22,段取り,L2,施工技能,06_00_共通能力ユニット,打合せで分担した仕事を作業手順に基づいて正確に実施する能力。「サブ」は職長の補佐として率先して現場の段取りを行い作業を推進していく能力,"②作業手順
   等の確認",■,"■職長の指示事項や打合せ済みの事項について、現場状況･作業工程を基にした材料の手配･搬入･保管の計
   画を確認し、問題点があれば報告している"
35,型枠工事業,06C023L22,段取り,L2,施工技能,06_00_共通能力ユニット,打合せで分担した仕事を作業手順に基づいて正確に実施する能力。「サブ」は職長の補佐として率先して現場の段取りを行い作業を推進していく能力,"③現場状況
   の確認",○,○資材置き場や揚重機の場所等を確認し、職長の指示で直に作業着手するようにしている
36,型枠工事業,06C023L22,段取り,L2,施工技能,06_00_共通能力ユニット,打合せで分担した仕事を作業手順に基づいて正確に実施する能力。「サブ」は職長の補佐として率先して現場の段取りを行い作業を推進していく能力,"③現場状況
   の確認",○,○使用可能な足場等の仮設の点検を行い、使用上の作業所ルールを確認している
37,型枠工事業,06C023L22,段取り,L2,施工技能,06_00_共通能力ユニット,打合せで分担した仕事を作業手順に基づいて正確に実施する能力。「サブ」は職長の補佐として率先して現場の段取りを行い作業を推進していく能力,"③現場状況
   の確認",○,"○作業場の片付け状況や水溜りなどの作業環境上の障害を確認し、不具合があれば職長に報告し、指示に基
   づいて改善している"
38,型枠工事業,06C023L22,段取り,L2,施工技能,06_00_共通能力ユニット,打合せで分担した仕事を作業手順に基づいて正確に実施する能力。「サブ」は職長の補佐として率先して現場の段取りを行い作業を推進していく能力,"③現場状況
   の確認",○,○作業にあたり不安全行動などを起こさないよう、開口部などの危険箇所の確認をしてる
39,型枠工事業,06C023L22,段取り,L2,施工技能,06_00_共通能力ユニット,打合せで分担した仕事を作業手順に基づいて正確に実施する能力。「サブ」は職長の補佐として率先して現場の段取りを行い作業を推進していく能力,"③現場状況
   の確認",■,"■小墨出し作業によって、施工の不具合や収まり上の問題点が発見された場合には、職長に報告し指示をも
   らっている"
40,型枠工事業,06C023L22,段取り,L2,施工技能,06_00_共通能力ユニット,打合せで分担した仕事を作業手順に基づいて正確に実施する能力。「サブ」は職長の補佐として率先して現場の段取りを行い作業を推進していく能力,"③現場状況
   の確認",■,"■施工効率に関して作業場のチェックを行い、不具合がある場合は問題点等を職長に報告して指示を受けてい
   る"
41,型枠工事業,06C023L22,段取り,L2,施工技能,06_00_共通能力ユニット,打合せで分担した仕事を作業手順に基づいて正確に実施する能力。「サブ」は職長の補佐として率先して現場の段取りを行い作業を推進していく能力,"③現場状況
   の確認",■,"■足場等の仮設の安全性への不安あるいは作業上の問題がある場合は、職長に報告し作業者への周知徹底
   を図っている"
42,型枠工事業,06C023L22,段取り,L2,施工技能,06_00_共通能力ユニット,打合せで分担した仕事を作業手順に基づいて正確に実施する能力。「サブ」は職長の補佐として率先して現場の段取りを行い作業を推進していく能力,"③現場状況
   の確認",■,"■他職種とのあいばん作業における問題点を職長と相談し解決策を提案するとともに、作業上の注意点として
   作業者への周知徹底を図っている"
43,型枠工事業,06C023L22,段取り,L2,施工技能,06_00_共通能力ユニット,打合せで分担した仕事を作業手順に基づいて正確に実施する能力。「サブ」は職長の補佐として率先して現場の段取りを行い作業を推進していく能力,"④器具・工具
   等の確認",○,○作業に必要な器具･工具類の数量を確認し、作業に支障がないように準備している
44,型枠工事業,06C023L22,段取り,L2,施工技能,06_00_共通能力ユニット,打合せで分担した仕事を作業手順に基づいて正確に実施する能力。「サブ」は職長の補佐として率先して現場の段取りを行い作業を推進していく能力,"④器具・工具
   等の確認",○,○点検リストに基づいた器具・工具の保管状況を確認している
45,型枠工事業,06C023L22,段取り,L2,施工技能,06_00_共通能力ユニット,打合せで分担した仕事を作業手順に基づいて正確に実施する能力。「サブ」は職長の補佐として率先して現場の段取りを行い作業を推進していく能力,"④器具・工具
   等の確認",○,○作業前に個人使用の自分の工具を点検し安全性や生産性に支障がないようにしている
46,型枠工事業,06C023L22,段取り,L2,施工技能,06_00_共通能力ユニット,打合せで分担した仕事を作業手順に基づいて正確に実施する能力。「サブ」は職長の補佐として率先して現場の段取りを行い作業を推進していく能力,"④器具・工具
   等の確認",■,■職長の補佐として器具･工具の保管場所を確認し不具合が発生しないよう点検している
47,型枠工事業,06C023L22,段取り,L2,施工技能,06_00_共通能力ユニット,打合せで分担した仕事を作業手順に基づいて正確に実施する能力。「サブ」は職長の補佐として率先して現場の段取りを行い作業を推進していく能力,"④器具・工具
   等の確認",○,"○設置型の電動工具は作業前の日常点検結果を確認し、不具合がある場合は職長に報告するとともに、会社
   へ修理の依頼を行っている"
48,型枠工事業,06C023L22,段取り,L2,施工技能,06_00_共通能力ユニット,打合せで分担した仕事を作業手順に基づいて正確に実施する能力。「サブ」は職長の補佐として率先して現場の段取りを行い作業を推進していく能力,"⑤作業前の
   準備",■,■躯体図等の整合性等を確認し、問題点があるときは職長に報告している
49,型枠工事業,06C023L22,段取り,L2,施工技能,06_00_共通能力ユニット,打合せで分担した仕事を作業手順に基づいて正確に実施する能力。「サブ」は職長の補佐として率先して現場の段取りを行い作業を推進していく能力,"⑤作業前の
   準備",■,"■打設計画に基づいたセパレータの配置計画について、職長が顧客（元請、発注者）から受けた指示内容に
   従って、作業状況を職長に代わって確認している"
50,型枠工事業,06C023L22,段取り,L2,施工技能,06_00_共通能力ユニット,打合せで分担した仕事を作業手順に基づいて正確に実施する能力。「サブ」は職長の補佐として率先して現場の段取りを行い作業を推進していく能力,"⑤作業前の
   準備",○,○敷桟精度の確保に必要な糸張り等による再確認をし、問題点は職長と相談している
51,型枠工事業,06C023L22,段取り,L2,施工技能,06_00_共通能力ユニット,打合せで分担した仕事を作業手順に基づいて正確に実施する能力。「サブ」は職長の補佐として率先して現場の段取りを行い作業を推進していく能力,"⑤作業前の
   準備",○,"○基本墨(通り･レベル）を基に敷桟に必要な子墨・逃げ墨出しをし、不整合がある場合は職長に確認して修正し
   ている"
52,型枠工事業,06C023L22,段取り,L2,施工技能,06_00_共通能力ユニット,打合せで分担した仕事を作業手順に基づいて正確に実施する能力。「サブ」は職長の補佐として率先して現場の段取りを行い作業を推進していく能力,"⑤作業前の
   準備",■,■：「サブ」としての遂行基準の存在を区分して表示している
53,型枠工事業,06C024L33,段取り,L3,現場管理,06_00_共通能力ユニット,顧客(元請、発注者）及び施工管理職から指示された条件を基に作業班の事前段取りを計画して作業指示し実施させる能力,①入場前準備,○,"○現場乗込み前に搬入路、揚重機、仮設開口、資材置き場等の仮設計画の確認を顧客
   （元請、発注者）と実施して、作業上の危険個所や注意点等を作業者に指示している"
54,型枠工事業,06C024L33,段取り,L3,現場管理,06_00_共通能力ユニット,顧客(元請、発注者）及び施工管理職から指示された条件を基に作業班の事前段取りを計画して作業指示し実施させる能力,①入場前準備,○,○着工前に現場調査を行い、建物工事概要や施工範囲、立地条件等の確認をしている
55,型枠工事業,06C024L33,段取り,L3,現場管理,06_00_共通能力ユニット,顧客(元請、発注者）及び施工管理職から指示された条件を基に作業班の事前段取りを計画して作業指示し実施させる能力,①入場前準備,○,○乗込み前打合せで作業計画の材料置き場、場内･場外加工等の情報を入手している
56,型枠工事業,06C024L33,段取り,L3,現場管理,06_00_共通能力ユニット,顧客(元請、発注者）及び施工管理職から指示された条件を基に作業班の事前段取りを計画して作業指示し実施させる能力,①入場前準備,○,"○現場乗込み前に顧客（元請、発注者）との責任範囲や自主管理項目等を確認し作業
   体制を明確にしている"
57,型枠工事業,06C024L33,段取り,L3,現場管理,06_00_共通能力ユニット,顧客(元請、発注者）及び施工管理職から指示された条件を基に作業班の事前段取りを計画して作業指示し実施させる能力,"②作業手順等
   の確認",○,○打ち継ぎ計画(水平･垂直)を入手してパネル製作や組立、解体の計画を立てている
58,型枠工事業,06C024L33,段取り,L3,現場管理,06_00_共通能力ユニット,顧客(元請、発注者）及び施工管理職から指示された条件を基に作業班の事前段取りを計画して作業指示し実施させる能力,"②作業手順等
   の確認",○,○型枠組立図や施工要領書等に基づいて作業の進め方を検討している
59,型枠工事業,06C024L33,段取り,L3,現場管理,06_00_共通能力ユニット,顧客(元請、発注者）及び施工管理職から指示された条件を基に作業班の事前段取りを計画して作業指示し実施させる能力,"②作業手順等
   の確認",○,○コンクリートが充填しにくい部分を考慮した対策案を計画し作業者に周知徹底している
60,型枠工事業,06C024L33,段取り,L3,現場管理,06_00_共通能力ユニット,顧客(元請、発注者）及び施工管理職から指示された条件を基に作業班の事前段取りを計画して作業指示し実施させる能力,"②作業手順等
   の確認",○,○吹き出し等出来形に影響する作業手順の注意点を抽出し作業者に周知徹底している
61,型枠工事業,06C024L33,段取り,L3,現場管理,06_00_共通能力ユニット,顧客(元請、発注者）及び施工管理職から指示された条件を基に作業班の事前段取りを計画して作業指示し実施させる能力,"③現場状況の
   確認",○,"○小墨出し作業により作業の不具合や収まりの問題点が出た場合は顧客（元請、発注
   者）に報告して、是正を確認した上で結果を再度報告している"
62,型枠工事業,06C024L33,段取り,L3,現場管理,06_00_共通能力ユニット,顧客(元請、発注者）及び施工管理職から指示された条件を基に作業班の事前段取りを計画して作業指示し実施させる能力,"③現場状況の
   確認",○,"○問題が発生した場合の対策案を顧客（元請、発注者）から相談されたり指示を出され
   た場合には、自社で対応可能な方法を直ちに検討している"
63,型枠工事業,06C024L33,段取り,L3,現場管理,06_00_共通能力ユニット,顧客(元請、発注者）及び施工管理職から指示された条件を基に作業班の事前段取りを計画して作業指示し実施させる能力,"③現場状況の
   確認",○,"○足場など仮設の問題点を発見したり、作業者からの報告を受けた場合には、顧客（元
   請、発注者）と協議を行い、改善されるまで使用禁止の指示を出している"
64,型枠工事業,06C024L33,段取り,L3,現場管理,06_00_共通能力ユニット,顧客(元請、発注者）及び施工管理職から指示された条件を基に作業班の事前段取りを計画して作業指示し実施させる能力,"③現場状況の
   確認",○,"○施工精度の不具合が発生しないように、前工程の不具合箇所については顧客（元請、
   発注者）とともに確認し協議して、是正後に作業を開始するようにしている"
65,型枠工事業,06C024L33,段取り,L3,現場管理,06_00_共通能力ユニット,顧客(元請、発注者）及び施工管理職から指示された条件を基に作業班の事前段取りを計画して作業指示し実施させる能力,"④器具・工具等
   の確認",○,○施工に必要な工具類が数量不足をきたさないように事前準備している
66,型枠工事業,06C024L33,段取り,L3,現場管理,06_00_共通能力ユニット,顧客(元請、発注者）及び施工管理職から指示された条件を基に作業班の事前段取りを計画して作業指示し実施させる能力,"④器具・工具等
   の確認",○,"○器具･工具類の指定された保管場所を確認し適正なものを手配準備して、点検管理の
   上で使用するよう作業者に指示している"
67,型枠工事業,06C024L33,段取り,L3,現場管理,06_00_共通能力ユニット,顧客(元請、発注者）及び施工管理職から指示された条件を基に作業班の事前段取りを計画して作業指示し実施させる能力,"④器具・工具等
   の確認",○,"○提出した顧客（元請、発注者）への持込み機械等の届出を確認し、事前に許可を得た
   機械等で作業を行うようにしている"
68,型枠工事業,06C024L33,段取り,L3,現場管理,06_00_共通能力ユニット,顧客(元請、発注者）及び施工管理職から指示された条件を基に作業班の事前段取りを計画して作業指示し実施させる能力,"④器具・工具等
   の確認",○,"○会社支給のフォークリフト、ハンドリフター等のチェックシートや点検記録を確認してい
   る"
69,型枠工事業,06C024L33,段取り,L3,現場管理,06_00_共通能力ユニット,顧客(元請、発注者）及び施工管理職から指示された条件を基に作業班の事前段取りを計画して作業指示し実施させる能力,⑤作業前の準備,○,"○現場乗込み前に顧客（元請、発注者）の躯体図等より、仕様や要求精度、細部納まり
   等を確認し、問題点を顧客（元請、発注者）と協議して結論を出している"
70,型枠工事業,06C024L33,段取り,L3,現場管理,06_00_共通能力ユニット,顧客(元請、発注者）及び施工管理職から指示された条件を基に作業班の事前段取りを計画して作業指示し実施させる能力,⑤作業前の準備,○,"○打設計画に基づいたセパレータの配置計画について、顧客（元請、発注者）から指示
   を受け確認している"
71,型枠工事業,06C024L33,段取り,L3,現場管理,06_00_共通能力ユニット,顧客(元請、発注者）及び施工管理職から指示された条件を基に作業班の事前段取りを計画して作業指示し実施させる能力,⑤作業前の準備,○,"○基本墨(通り･レベル)を確認してから子墨・逃げ墨の確認を行い、不具合が発見された
   場合は顧客（元請、発注者）担当者に報告・確認の上、作業者に修正の指示をしてい
   る"
72,型枠工事業,06C024L33,段取り,L3,現場管理,06_00_共通能力ユニット,顧客(元請、発注者）及び施工管理職から指示された条件を基に作業班の事前段取りを計画して作業指示し実施させる能力,⑤作業前の準備,○,"○意匠性のあるセパレータの配置計画と側圧の整合性について会社に確認を取り、異
   常がある場合は顧客（元請、発注者）と協議している"
73,型枠工事業,06C024L33,段取り,L3,現場管理,06_00_共通能力ユニット,顧客(元請、発注者）及び施工管理職から指示された条件を基に作業班の事前段取りを計画して作業指示し実施させる能力,⑤作業前の準備,○,○墨出し作業に支障が起こらないように他職種との調整を行っている
74,型枠工事業,06C024L33,段取り,L3,現場管理,06_00_共通能力ユニット,顧客(元請、発注者）及び施工管理職から指示された条件を基に作業班の事前段取りを計画して作業指示し実施させる能力,⑤作業前の準備,○,○作業能率・スピード・安全を重視した作業段取りを組んでいる
75,型枠工事業,06C025L33,段取り,L3,施工技能,06_00_共通能力ユニット,作業手順を基に効率良く迅速に作業準備を行う能力。経験から段取り問題点を職長に指摘、相談する能力,"①入場前
   準備",○,○乗り込むときに必要な器具・工具、材料等の準備を行い、結果を確認している
76,型枠工事業,06C025L33,段取り,L3,施工技能,06_00_共通能力ユニット,作業手順を基に効率良く迅速に作業準備を行う能力。経験から段取り問題点を職長に指摘、相談する能力,"①入場前
   準備",○,○現場乗込み前に現場を巡回し、作業の支障となる事項を指摘している
77,型枠工事業,06C025L33,段取り,L3,施工技能,06_00_共通能力ユニット,作業手順を基に効率良く迅速に作業準備を行う能力。経験から段取り問題点を職長に指摘、相談する能力,"①入場前
   準備",○,○置き場でのパネル製作のための加工場の段取りや材料の手配を確認している
78,型枠工事業,06C025L33,段取り,L3,施工技能,06_00_共通能力ユニット,作業手順を基に効率良く迅速に作業準備を行う能力。経験から段取り問題点を職長に指摘、相談する能力,"①入場前
   準備",○,○安全で効率のよい作業を行うために躯体図等を確認し適切な作業方法を職長に助言している
79,型枠工事業,06C025L33,段取り,L3,施工技能,06_00_共通能力ユニット,作業手順を基に効率良く迅速に作業準備を行う能力。経験から段取り問題点を職長に指摘、相談する能力,"①入場前
   準備",○,"○新しい施工方法等に現場で取り組む場合には、実作業に入る前に十分な検討を行うとともに、職
   長に対し技術的なポイントや問題点を助言している"
80,型枠工事業,06C025L33,段取り,L3,施工技能,06_00_共通能力ユニット,作業手順を基に効率良く迅速に作業準備を行う能力。経験から段取り問題点を職長に指摘、相談する能力,"②作業手順
   等の確認",○,○施工計画の注意事項や作業手順に基づいて手戻り・手直しが出ないよう確認している
81,型枠工事業,06C025L33,段取り,L3,施工技能,06_00_共通能力ユニット,作業手順を基に効率良く迅速に作業準備を行う能力。経験から段取り問題点を職長に指摘、相談する能力,"②作業手順
   等の確認",○,○全体の工程計画から、与えられた難易度の高い作業を自分の役割として確認している
82,型枠工事業,06C025L33,段取り,L3,施工技能,06_00_共通能力ユニット,作業手順を基に効率良く迅速に作業準備を行う能力。経験から段取り問題点を職長に指摘、相談する能力,"②作業手順
   等の確認",○,○作業班の週間･毎日の工程打合せに出席し、工程に基づく作業目標を確認している
83,型枠工事業,06C025L33,段取り,L3,施工技能,06_00_共通能力ユニット,作業手順を基に効率良く迅速に作業準備を行う能力。経験から段取り問題点を職長に指摘、相談する能力,"②作業手順
   等の確認",○,○作業の流れを理解し役割分担した作業を実施すよう次の作業段取りを考えている
84,型枠工事業,06C025L33,段取り,L3,施工技能,06_00_共通能力ユニット,作業手順を基に効率良く迅速に作業準備を行う能力。経験から段取り問題点を職長に指摘、相談する能力,"②作業手順
   等の確認",○,○指示された作業や計画上の不明点を職長に確認し手直し・手戻りの防止をしている
85,型枠工事業,06C025L33,段取り,L3,施工技能,06_00_共通能力ユニット,作業手順を基に効率良く迅速に作業準備を行う能力。経験から段取り問題点を職長に指摘、相談する能力,"②作業手順
   等の確認",○,○作業関係だけでなく、元請や他職種に関連する用語や名称等を十分理解している
86,型枠工事業,06C025L33,段取り,L3,施工技能,06_00_共通能力ユニット,作業手順を基に効率良く迅速に作業準備を行う能力。経験から段取り問題点を職長に指摘、相談する能力,"②作業手順
   等の確認",○,"○作業中にコンクリートが充填しにくい部分に気付いたら、対策案を検討し、良い施工をするために
   職長に助言している"
87,型枠工事業,06C025L33,段取り,L3,施工技能,06_00_共通能力ユニット,作業手順を基に効率良く迅速に作業準備を行う能力。経験から段取り問題点を職長に指摘、相談する能力,"②作業手順
   等の確認",○,○コンクリート打設による吹き出しなどを考慮し適切な作業のための方策を職長に提案している
88,型枠工事業,06C025L33,段取り,L3,施工技能,06_00_共通能力ユニット,作業手順を基に効率良く迅速に作業準備を行う能力。経験から段取り問題点を職長に指摘、相談する能力,"②作業手順
   等の確認",○,○出来形、品質の向上のため、通りなどの精度を確保する方法を作業打合せにて提案している
89,型枠工事業,06C025L33,段取り,L3,施工技能,06_00_共通能力ユニット,作業手順を基に効率良く迅速に作業準備を行う能力。経験から段取り問題点を職長に指摘、相談する能力,"②作業手順
   等の確認",○,"○打ち継ぎ計画(水平･垂直)など施工における特殊条件となる計画を職長から指示されて確認し、手
   直し、手戻り、作業のムダがない効率的な作業を助言している"
90,型枠工事業,06C025L33,段取り,L3,施工技能,06_00_共通能力ユニット,作業手順を基に効率良く迅速に作業準備を行う能力。経験から段取り問題点を職長に指摘、相談する能力,"②作業手順
   等の確認",○,"○不十分な計画や段取りがあれば妥協しないで、良いものを作り上げるための作業方法を職長の依
   頼で作業者に説明している"
91,型枠工事業,06C025L33,段取り,L3,施工技能,06_00_共通能力ユニット,作業手順を基に効率良く迅速に作業準備を行う能力。経験から段取り問題点を職長に指摘、相談する能力,"②作業手順
   等の確認",○,"○職長の指示事項や打合せ済み事項に関して、現場状況や作業工程を基に材料の手配･搬入･保
   管の計画を確認し、問題点があれば報告している"
